"","V1","V2","V3","V4","V5","V6"
"AVY",0.0746363725180787,28.7541050250392,-28.8766507007575,-0.0347136641870528,0.0601044089468809,4.99999034992464
"AWK",0.0745822233610286,29.916289456052,-29.9998742958298,-0.0341655709097256,0.0979175682726526,4.99999999996714
"AXP",0.0746389290888481,28.8684618824396,-29.0813145768257,-0.0347245578954916,0.0346193595908272,4.99999999998365
"AYI",0.0745830666650479,29.9162747864655,-29.9998621166078,-0.0341695294059072,0.0979144797395725,4.99999999999211
"AZO",0.0746393733467639,29.3625560421703,-29.5109225465462,-0.0347272768095792,0.0496602303050475,4.99999998489386
"BA",0.0746386509256905,13.5391982006739,-13.7937533239352,-0.0347230838117229,0.0289488901230049,4.9999999999853
"BAC",0.074582576877655,29.9163566224608,-29.9999443399423,-0.0341670650242738,0.0979187473547679,4.99999999998515
"BAX",0.0746386574864491,25.183231231469,-25.4042557755466,-0.0347232003999115,0.0333399549754724,4.99999999999598
"BBT",0.0745825215392041,29.9163561891494,-29.9999410552177,-0.0341670549327291,0.0979151152833183,4.99999999999571
"BBY",0.074639115911979,26.2855843981038,-26.6686311058235,-0.0347249862597331,0.0192396540730196,4.99999999997664
"BCR",0.0746386780480111,28.9688265420283,-29.1815254572245,-0.0347232527034187,0.03464546579382,4.99999999999515
"BDX",0.074638674707337,27.533088189015,-27.7499190233212,-0.0347233309492391,0.0339843209002463,4.99999999997668
"BEN",0.074639196635352,28.6141546112856,-28.778114650096,-0.0347258337113503,0.0449436066172058,4.99999999561285
"BF.B",0.0746390195160002,10.668264103725,-10.9233025911997,-0.0347250563298051,0.0288925156122662,4.99999999998497
"BHF",0.0746431022239014,27.8760300976517,-28.3155894752752,-0.0347453819133815,0.0167598775819704,4.99999999997501
"BHGE",0.0746479910211171,28.1668791201735,-28.2698736867897,-0.0347676360278824,0.0717356557040642,4.99990496351352
"BIIB",0.0746393769972049,18.6398101127765,-18.8709493162598,-0.034726542717419,0.0318817019788038,4.99999999998983
"BK",0.0746315613780174,26.6865688349751,-26.7863255211454,-0.0346994469096663,0.0739953616240642,4.99980380798519
"BLK",0.0746388184870038,26.969296714809,-27.3900555658999,-0.0347239595461938,0.0175135490427626,4.99999999996009
"BLL",0.0745825450458295,29.9163225586722,-29.9999070613844,-0.0341672073600266,0.0979145238051227,4.99999999997763
"BMY",0.0746395634890935,20.2437068159113,-20.3323149413307,-0.0347175084633144,0.0834034434782389,4.99942057103767
"BRK.B",0.0746386975658869,29.6903791994418,-29.8893577225745,-0.0347234814252187,0.0370330666306298,4.99999999998383
"BSX",0.0746387290643239,29.2222420774992,-29.402462098315,-0.0347234764608794,0.0408891951617894,4.99999999957642
"BWA",0.0746393276345846,29.4785596115782,-29.6576215505649,-0.0347262877399738,0.0411544297380023,4.99999999989121
"BXP",0.074638921408636,19.482399160805,-19.7097936953875,-0.034724550590069,0.0324052394253569,4.99999999999629
"C",0.0746390402764245,29.6504287964459,-29.8382395673657,-0.0347249531811412,0.0392366081955489,4.99999999994114
"CA",0.0746379205921985,26.2775247855925,-26.3842328335778,-0.034716043949027,0.0689844866702575,4.99994552940741
"CAG",0.074639241715003,15.6740013751779,-15.9176564341583,-0.0347259946001736,0.0302431602190207,4.99999999996763
"CAH",0.0745829036949248,29.9159527669796,-29.9995361750414,-0.0341690745198146,0.0979108009240537,4.99999999998914
"CAT",0.0746388471319703,29.056299978929,-29.2647288355057,-0.0347240243061388,0.0353556296233646,4.99999999996726
"CB",0.0745791471758851,28.7512041827319,-28.8343580877065,-0.0341544189004878,0.0984205889327623,4.99998818701425
"CBG",0.0746392884466019,27.7811073690091,-27.9431560032929,-0.0347260194501488,0.0454749357662412,4.99999999416298
"CBOE",0.0746386008932308,16.4117151064856,-16.6644360521432,-0.0347229176842245,0.0291584628530362,4.99999999998545
